bin_number,bin_length,network
49735582,8,"VISA, CARTE_BANCAIRE"
58174314,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
51325714,8,"MASTER, CARTE_BANCAIRE"
58174388,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
58174416,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
56125787,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
56125981,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
56125782,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
56125991,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
49769990,8,"VISA, CARTE_BANCAIRE"
51310113,8,"MASTER, CARTE_BANCAIRE"
56125894,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
56125898,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
56125925,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
51310122,8,"MASTER, CARTE_BANCAIRE"
51325100,8,"MASTER, CARTE_BANCAIRE"
56125667,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
58174482,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
56125691,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
56125635,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
56125666,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
51327751,8,"MASTER, CARTE_BANCAIRE"
49736552,8,"VISA, CARTE_BANCAIRE"
56125945,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
49720541,8,"VISA, CARTE_BANCAIRE"
51377012,8,"MASTER, CARTE_BANCAIRE"
49720647,8,"VISA, CARTE_BANCAIRE"
51377060,8,"MASTER, CARTE_BANCAIRE"
51310199,8,"MASTER, CARTE_BANCAIRE"
56125669,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
56125882,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
51327509,8,"MASTER, CARTE_BANCAIRE"
49771006,8,"VISA, CARTE_BANCAIRE"
51310799,8,"MASTER, CARTE_BANCAIRE"
51377995,8,"MASTER, CARTE_BANCAIRE"
51377921,8,"MASTER, CARTE_BANCAIRE"
49770903,8,"VISA, CARTE_BANCAIRE"
40220501,8,"VISA, CARTE_BANCAIRE"
51378087,8,"MASTER, CARTE_BANCAIRE"
51378122,8,"MASTER, CARTE_BANCAIRE"
51378167,8,"MASTER, CARTE_BANCAIRE"
51377733,8,"MASTER, CARTE_BANCAIRE"
51377819,8,"MASTER, CARTE_BANCAIRE"
51377818,8,"MASTER, CARTE_BANCAIRE"
51310735,8,"MASTER, CARTE_BANCAIRE"
51377291,8,"MASTER, CARTE_BANCAIRE"
51310747,8,"MASTER, CARTE_BANCAIRE"
51377923,8,"MASTER, CARTE_BANCAIRE"
51377567,8,"MASTER, CARTE_BANCAIRE"
51377799,8,"MASTER, CARTE_BANCAIRE"
51377310,8,"MASTER, CARTE_BANCAIRE"
51362613,8,"MASTER, CARTE_BANCAIRE"
51362688,8,"MASTER, CARTE_BANCAIRE"
51377502,8,"MASTER, CARTE_BANCAIRE"
51377919,8,"MASTER, CARTE_BANCAIRE"
51377195,8,"MASTER, CARTE_BANCAIRE"
51377522,8,"MASTER, CARTE_BANCAIRE"
51377883,8,"MASTER, CARTE_BANCAIRE"
52099367,8,"MASTER, CARTE_BANCAIRE"
51310881,8,"MASTER, CARTE_BANCAIRE"
51310710,8,"MASTER, CARTE_BANCAIRE"
51377983,8,"MASTER, CARTE_BANCAIRE"
51377986,8,"MASTER, CARTE_BANCAIRE"
51377125,8,"MASTER, CARTE_BANCAIRE"
49770902,8,"VISA, CARTE_BANCAIRE"
51377587,8,"MASTER, CARTE_BANCAIRE"
51378145,8,"MASTER, CARTE_BANCAIRE"
51310840,8,"MASTER, CARTE_BANCAIRE"
40220568,8,"VISA, CARTE_BANCAIRE"
51378102,8,"MASTER, CARTE_BANCAIRE"
51377536,8,"MASTER, CARTE_BANCAIRE"
51377748,8,"MASTER, CARTE_BANCAIRE"
51377880,8,"MASTER, CARTE_BANCAIRE"
51377469,8,"MASTER, CARTE_BANCAIRE"
45610838,8,"VISA, CARTE_BANCAIRE"
44841482,8,"VISA, CARTE_BANCAIRE"
51362612,8,"MASTER, CARTE_BANCAIRE"
51377940,8,"MASTER, CARTE_BANCAIRE"
51362172,8,"MASTER, CARTE_BANCAIRE"
53410147,8,"MASTER, CARTE_BANCAIRE"
45627609,8,"VISA, CARTE_BANCAIRE"
51378198,8,"MASTER, CARTE_BANCAIRE"
53410283,8,"MASTER, CARTE_BANCAIRE"
51362177,8,"MASTER, CARTE_BANCAIRE"
51313094,8,"MASTER, CARTE_BANCAIRE"
51314235,8,"MASTER, CARTE_BANCAIRE"
51314224,8,"MASTER, CARTE_BANCAIRE"
53410117,8,"MASTER, CARTE_BANCAIRE"
51378199,8,"MASTER, CARTE_BANCAIRE"
51314213,8,"MASTER, CARTE_BANCAIRE"
53410236,8,"MASTER, CARTE_BANCAIRE"
51378194,8,"MASTER, CARTE_BANCAIRE"
51314247,8,"MASTER, CARTE_BANCAIRE"
49790865,8,"VISA, CARTE_BANCAIRE"
49790890,8,"VISA, CARTE_BANCAIRE"
53410166,8,"MASTER, CARTE_BANCAIRE"
49790823,8,"VISA, CARTE_BANCAIRE"
51314145,8,"MASTER, CARTE_BANCAIRE"
45612233,8,"VISA, CARTE_BANCAIRE"
53411194,8,"MASTER, CARTE_BANCAIRE"
51313869,8,"MASTER, CARTE_BANCAIRE"
51314129,8,"MASTER, CARTE_BANCAIRE"
51314125,8,"MASTER, CARTE_BANCAIRE"
53410994,8,"MASTER, CARTE_BANCAIRE"
53411199,8,"MASTER, CARTE_BANCAIRE"
53411102,8,"MASTER, CARTE_BANCAIRE"
51313899,8,"MASTER, CARTE_BANCAIRE"
51313887,8,"MASTER, CARTE_BANCAIRE"
53410902,8,"MASTER, CARTE_BANCAIRE"
51313895,8,"MASTER, CARTE_BANCAIRE"
53411031,8,"MASTER, CARTE_BANCAIRE"
51313847,8,"MASTER, CARTE_BANCAIRE"
53411187,8,"MASTER, CARTE_BANCAIRE"
53411182,8,"MASTER, CARTE_BANCAIRE"
51313822,8,"MASTER, CARTE_BANCAIRE"
51313825,8,"MASTER, CARTE_BANCAIRE"
53410936,8,"MASTER, CARTE_BANCAIRE"
56125769,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
56125931,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
51325103,8,"MASTER, CARTE_BANCAIRE"
51310124,8,"MASTER, CARTE_BANCAIRE"
58174481,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
51377067,8,"MASTER, CARTE_BANCAIRE"
56125681,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
58174489,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
49720645,8,"VISA, CARTE_BANCAIRE"
49771001,8,"VISA, CARTE_BANCAIRE"
51378029,8,"MASTER, CARTE_BANCAIRE"
51327207,8,"MASTER, CARTE_BANCAIRE"
51377798,8,"MASTER, CARTE_BANCAIRE"
51377960,8,"MASTER, CARTE_BANCAIRE"
51328683,8,"MASTER, CARTE_BANCAIRE"
45610836,8,"VISA, CARTE_BANCAIRE"
51377529,8,"MASTER, CARTE_BANCAIRE"
51361117,8,"MASTER, CARTE_BANCAIRE"
51378002,8,"MASTER, CARTE_BANCAIRE"
51377840,8,"MASTER, CARTE_BANCAIRE"
51377517,8,"MASTER, CARTE_BANCAIRE"
45610867,8,"VISA, CARTE_BANCAIRE"
53410387,8,"MASTER, CARTE_BANCAIRE"
51377395,8,"MASTER, CARTE_BANCAIRE"
53410382,8,"MASTER, CARTE_BANCAIRE"
53410102,8,"MASTER, CARTE_BANCAIRE"
51377161,8,"MASTER, CARTE_BANCAIRE"
53410217,8,"MASTER, CARTE_BANCAIRE"
53410310,8,"MASTER, CARTE_BANCAIRE"
51314283,8,"MASTER, CARTE_BANCAIRE"
51363669,8,"MASTER, CARTE_BANCAIRE"
49790861,8,"VISA, CARTE_BANCAIRE"
51314229,8,"MASTER, CARTE_BANCAIRE"
51314165,8,"MASTER, CARTE_BANCAIRE"
53411140,8,"MASTER, CARTE_BANCAIRE"
53411195,8,"MASTER, CARTE_BANCAIRE"
53410920,8,"MASTER, CARTE_BANCAIRE"
51313836,8,"MASTER, CARTE_BANCAIRE"
53411113,8,"MASTER, CARTE_BANCAIRE"
51314194,8,"MASTER, CARTE_BANCAIRE"
51313082,8,"MASTER, CARTE_BANCAIRE"
51315482,8,"MASTER, CARTE_BANCAIRE"
51315420,8,"MASTER, CARTE_BANCAIRE"
51315447,8,"MASTER, CARTE_BANCAIRE"
49725607,8,"VISA, CARTE_BANCAIRE"
49725602,8,"VISA, CARTE_BANCAIRE"
51724319,8,"MASTER, CARTE_BANCAIRE"
51365718,8,"MASTER, CARTE_BANCAIRE"
46547726,8,"VISA, CARTE_BANCAIRE"
51316260,8,"MASTER, CARTE_BANCAIRE"
54953800,8,"MASTER, CARTE_BANCAIRE"
51316248,8,"MASTER, CARTE_BANCAIRE"
50759012,8,CARTE_BANCAIRE
49760916,8,"VISA, CARTE_BANCAIRE"
51316317,8,"MASTER, CARTE_BANCAIRE"
49793133,8,"VISA, CARTE_BANCAIRE"
50759701,8,CARTE_BANCAIRE
49793279,8,"VISA, CARTE_BANCAIRE"
51367784,8,"MASTER, CARTE_BANCAIRE"
51318644,8,"MASTER, CARTE_BANCAIRE"
51318648,8,"MASTER, CARTE_BANCAIRE"
51318661,8,"MASTER, CARTE_BANCAIRE"
49793286,8,"VISA, CARTE_BANCAIRE"
45616564,8,"VISA, CARTE_BANCAIRE"
45616981,8,"VISA, CARTE_BANCAIRE"
51318487,8,"MASTER, CARTE_BANCAIRE"
49909521,8,"VISA, CARTE_BANCAIRE"
51318491,8,"MASTER, CARTE_BANCAIRE"
56120270,8,CARTE_BANCAIRE
56120262,8,CARTE_BANCAIRE
49763124,8,"VISA, CARTE_BANCAIRE"
51318613,8,"MASTER, CARTE_BANCAIRE"
49909922,8,"VISA, CARTE_BANCAIRE"
51318481,8,"MASTER, CARTE_BANCAIRE"
51336566,8,"MASTER, CARTE_BANCAIRE"
51336568,8,"MASTER, CARTE_BANCAIRE"
51335391,8,"MASTER, CARTE_BANCAIRE"
51336574,8,"MASTER, CARTE_BANCAIRE"
56120332,8,CARTE_BANCAIRE
56120462,8,CARTE_BANCAIRE
56120532,8,CARTE_BANCAIRE
56120363,8,CARTE_BANCAIRE
49765036,8,"VISA, CARTE_BANCAIRE"
49765061,8,"VISA, CARTE_BANCAIRE"
49720545,8,"VISA, CARTE_BANCAIRE"
51377838,8,"MASTER, CARTE_BANCAIRE"
53410368,8,"MASTER, CARTE_BANCAIRE"
51377340,8,"MASTER, CARTE_BANCAIRE"
51377984,8,"MASTER, CARTE_BANCAIRE"
51362188,8,"MASTER, CARTE_BANCAIRE"
45627600,8,"VISA, CARTE_BANCAIRE"
51313098,8,"MASTER, CARTE_BANCAIRE"
51310820,8,"MASTER, CARTE_BANCAIRE"
51378133,8,"MASTER, CARTE_BANCAIRE"
53410229,8,"MASTER, CARTE_BANCAIRE"
45625601,8,"VISA, CARTE_BANCAIRE"
51378047,8,"MASTER, CARTE_BANCAIRE"
51314112,8,"MASTER, CARTE_BANCAIRE"
53410931,8,"MASTER, CARTE_BANCAIRE"
45612813,8,"VISA, CARTE_BANCAIRE"
51314220,8,"MASTER, CARTE_BANCAIRE"
51314217,8,"MASTER, CARTE_BANCAIRE"
53411181,8,"MASTER, CARTE_BANCAIRE"
51316298,8,"MASTER, CARTE_BANCAIRE"
51316302,8,"MASTER, CARTE_BANCAIRE"
51724357,8,"MASTER, CARTE_BANCAIRE"
51316525,8,"MASTER, CARTE_BANCAIRE"
51310147,8,"MASTER, CARTE_BANCAIRE"
51310182,8,"MASTER, CARTE_BANCAIRE"
49720543,8,"VISA, CARTE_BANCAIRE"
51327750,8,"MASTER, CARTE_BANCAIRE"
51326284,8,"MASTER, CARTE_BANCAIRE"
49720695,8,"VISA, CARTE_BANCAIRE"
51377010,8,"MASTER, CARTE_BANCAIRE"
51377135,8,"MASTER, CARTE_BANCAIRE"
51327503,8,"MASTER, CARTE_BANCAIRE"
51327504,8,"MASTER, CARTE_BANCAIRE"
51377122,8,"MASTER, CARTE_BANCAIRE"
49771009,8,"VISA, CARTE_BANCAIRE"
51377087,8,"MASTER, CARTE_BANCAIRE"
51310882,8,"MASTER, CARTE_BANCAIRE"
51377945,8,"MASTER, CARTE_BANCAIRE"
49770909,8,"VISA, CARTE_BANCAIRE"
51327200,8,"MASTER, CARTE_BANCAIRE"
51377948,8,"MASTER, CARTE_BANCAIRE"
51377936,8,"MASTER, CARTE_BANCAIRE"
51377997,8,"MASTER, CARTE_BANCAIRE"
45625609,8,"VISA, CARTE_BANCAIRE"
49739714,8,"VISA, CARTE_BANCAIRE"
51378139,8,"MASTER, CARTE_BANCAIRE"
51377691,8,"MASTER, CARTE_BANCAIRE"
51378022,8,"MASTER, CARTE_BANCAIRE"
51377845,8,"MASTER, CARTE_BANCAIRE"
51377794,8,"MASTER, CARTE_BANCAIRE"
51328684,8,"MASTER, CARTE_BANCAIRE"
51377866,8,"MASTER, CARTE_BANCAIRE"
51378061,8,"MASTER, CARTE_BANCAIRE"
51377183,8,"MASTER, CARTE_BANCAIRE"
51316217,8,"MASTER, CARTE_BANCAIRE"
51377918,8,"MASTER, CARTE_BANCAIRE"
51361107,8,"MASTER, CARTE_BANCAIRE"
45610892,8,"VISA, CARTE_BANCAIRE"
51377512,8,"MASTER, CARTE_BANCAIRE"
51377902,8,"MASTER, CARTE_BANCAIRE"
51377767,8,"MASTER, CARTE_BANCAIRE"
51377724,8,"MASTER, CARTE_BANCAIRE"
49793111,8,"VISA, CARTE_BANCAIRE"
45566440,8,"VISA, CARTE_BANCAIRE"
49793282,8,"VISA, CARTE_BANCAIRE"
51367719,8,"MASTER, CARTE_BANCAIRE"
49793138,8,"VISA, CARTE_BANCAIRE"
51318499,8,"MASTER, CARTE_BANCAIRE"
49909529,8,"VISA, CARTE_BANCAIRE"
45616972,8,"VISA, CARTE_BANCAIRE"
51318513,8,"MASTER, CARTE_BANCAIRE"
49762285,8,"VISA, CARTE_BANCAIRE"
45616563,8,"VISA, CARTE_BANCAIRE"
49762213,8,"VISA, CARTE_BANCAIRE"
49762281,8,"VISA, CARTE_BANCAIRE"
51318417,8,"MASTER, CARTE_BANCAIRE"
56120314,8,CARTE_BANCAIRE
51335378,8,"MASTER, CARTE_BANCAIRE"
56120443,8,CARTE_BANCAIRE
51336212,8,"MASTER, CARTE_BANCAIRE"
51336221,8,"MASTER, CARTE_BANCAIRE"
49763081,8,"VISA, CARTE_BANCAIRE"
56120416,8,CARTE_BANCAIRE
56120337,8,CARTE_BANCAIRE
56120543,8,CARTE_BANCAIRE
56120465,8,CARTE_BANCAIRE
45616592,8,"VISA, CARTE_BANCAIRE"
49763085,8,"VISA, CARTE_BANCAIRE"
49730195,8,"VISA, CARTE_BANCAIRE"
49765028,8,"VISA, CARTE_BANCAIRE"
56120597,8,CARTE_BANCAIRE
49715923,8,"VISA, CARTE_BANCAIRE"
53410317,8,"MASTER, CARTE_BANCAIRE"
53410381,8,"MASTER, CARTE_BANCAIRE"
51362617,8,"MASTER, CARTE_BANCAIRE"
49839024,8,"VISA, CARTE_BANCAIRE"
51377369,8,"MASTER, CARTE_BANCAIRE"
45619340,8,"VISA, CARTE_BANCAIRE"
51378183,8,"MASTER, CARTE_BANCAIRE"
49790820,8,"VISA, CARTE_BANCAIRE"
51362180,8,"MASTER, CARTE_BANCAIRE"
51314239,8,"MASTER, CARTE_BANCAIRE"
49739780,8,"VISA, CARTE_BANCAIRE"
51314147,8,"MASTER, CARTE_BANCAIRE"
53411131,8,"MASTER, CARTE_BANCAIRE"
51313044,8,"MASTER, CARTE_BANCAIRE"
45627607,8,"VISA, CARTE_BANCAIRE"
51313844,8,"MASTER, CARTE_BANCAIRE"
51314166,8,"MASTER, CARTE_BANCAIRE"
52099347,8,"MASTER, CARTE_BANCAIRE"
49781810,8,"VISA, CARTE_BANCAIRE"
49781820,8,"VISA, CARTE_BANCAIRE"
49799022,8,"VISA, CARTE_BANCAIRE"
49781839,8,"VISA, CARTE_BANCAIRE"
51313048,8,"MASTER, CARTE_BANCAIRE"
49733897,8,"VISA, CARTE_BANCAIRE"
49782800,8,"VISA, CARTE_BANCAIRE"
49735583,8,"VISA, CARTE_BANCAIRE"
51323415,8,"MASTER, CARTE_BANCAIRE"
45932920,8,"VISA, CARTE_BANCAIRE"
52945615,8,"MASTER, CARTE_BANCAIRE"
52945617,8,"MASTER, CARTE_BANCAIRE"
51325715,8,"MASTER, CARTE_BANCAIRE"
51310720,8,"MASTER, CARTE_BANCAIRE"
51378013,8,"MASTER, CARTE_BANCAIRE"
51377991,8,"MASTER, CARTE_BANCAIRE"
51377839,8,"MASTER, CARTE_BANCAIRE"
40220547,8,"VISA, CARTE_BANCAIRE"
40220535,8,"VISA, CARTE_BANCAIRE"
51361118,8,"MASTER, CARTE_BANCAIRE"
51377491,8,"MASTER, CARTE_BANCAIRE"
52886406,8,"MASTER, CARTE_BANCAIRE"
51378036,8,"MASTER, CARTE_BANCAIRE"
51377916,8,"MASTER, CARTE_BANCAIRE"
51377813,8,"MASTER, CARTE_BANCAIRE"
53410148,8,"MASTER, CARTE_BANCAIRE"
53410161,8,"MASTER, CARTE_BANCAIRE"
51377837,8,"MASTER, CARTE_BANCAIRE"
51377544,8,"MASTER, CARTE_BANCAIRE"
51363665,8,"MASTER, CARTE_BANCAIRE"
51313067,8,"MASTER, CARTE_BANCAIRE"
45612885,8,"VISA, CARTE_BANCAIRE"
45612235,8,"VISA, CARTE_BANCAIRE"
53410940,8,"MASTER, CARTE_BANCAIRE"
53410181,8,"MASTER, CARTE_BANCAIRE"
51313031,8,"MASTER, CARTE_BANCAIRE"
53411060,8,"MASTER, CARTE_BANCAIRE"
53410140,8,"MASTER, CARTE_BANCAIRE"
53411139,8,"MASTER, CARTE_BANCAIRE"
53410991,8,"MASTER, CARTE_BANCAIRE"
49771002,8,"VISA, CARTE_BANCAIRE"
51377982,8,"MASTER, CARTE_BANCAIRE"
40220587,8,"VISA, CARTE_BANCAIRE"
51377938,8,"MASTER, CARTE_BANCAIRE"
51377898,8,"MASTER, CARTE_BANCAIRE"
40220508,8,"VISA, CARTE_BANCAIRE"
51361101,8,"MASTER, CARTE_BANCAIRE"
51378099,8,"MASTER, CARTE_BANCAIRE"
58174486,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
51377317,8,"MASTER, CARTE_BANCAIRE"
56125745,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
58174387,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
56125844,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
56125847,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
51310125,8,"MASTER, CARTE_BANCAIRE"
56125695,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
51377045,8,"MASTER, CARTE_BANCAIRE"
51377013,8,"MASTER, CARTE_BANCAIRE"
49720690,8,"VISA, CARTE_BANCAIRE"
49775331,8,"VISA, CARTE_BANCAIRE"
51364394,8,"MASTER, CARTE_BANCAIRE"
49725609,8,"VISA, CARTE_BANCAIRE"
51315436,8,"MASTER, CARTE_BANCAIRE"
51315440,8,"MASTER, CARTE_BANCAIRE"
51316548,8,"MASTER, CARTE_BANCAIRE"
46547721,8,"VISA, CARTE_BANCAIRE"
51316536,8,"MASTER, CARTE_BANCAIRE"
51316502,8,"MASTER, CARTE_BANCAIRE"
51316599,8,"MASTER, CARTE_BANCAIRE"
51316382,8,"MASTER, CARTE_BANCAIRE"
51316281,8,"MASTER, CARTE_BANCAIRE"
51316239,8,"MASTER, CARTE_BANCAIRE"
51316394,8,"MASTER, CARTE_BANCAIRE"
50759007,8,CARTE_BANCAIRE
50759011,8,CARTE_BANCAIRE
49760913,8,"VISA, CARTE_BANCAIRE"
49793271,8,"VISA, CARTE_BANCAIRE"
49793218,8,"VISA, CARTE_BANCAIRE"
49793130,8,"VISA, CARTE_BANCAIRE"
49793122,8,"VISA, CARTE_BANCAIRE"
49793106,8,"VISA, CARTE_BANCAIRE"
51318531,8,"MASTER, CARTE_BANCAIRE"
51318569,8,"MASTER, CARTE_BANCAIRE"
51318645,8,"MASTER, CARTE_BANCAIRE"
51318667,8,"MASTER, CARTE_BANCAIRE"
49793281,8,"VISA, CARTE_BANCAIRE"
51318666,8,"MASTER, CARTE_BANCAIRE"
49762289,8,"VISA, CARTE_BANCAIRE"
51367712,8,"MASTER, CARTE_BANCAIRE"
49762214,8,"VISA, CARTE_BANCAIRE"
51318683,8,"MASTER, CARTE_BANCAIRE"
49909629,8,"VISA, CARTE_BANCAIRE"
51367716,8,"MASTER, CARTE_BANCAIRE"
49909725,8,"VISA, CARTE_BANCAIRE"
49909524,8,"VISA, CARTE_BANCAIRE"
45616971,8,"VISA, CARTE_BANCAIRE"
45616535,8,"VISA, CARTE_BANCAIRE"
51318447,8,"MASTER, CARTE_BANCAIRE"
56120318,8,CARTE_BANCAIRE
45616593,8,"VISA, CARTE_BANCAIRE"
56120301,8,CARTE_BANCAIRE
45616597,8,"VISA, CARTE_BANCAIRE"
45616970,8,"VISA, CARTE_BANCAIRE"
49730191,8,"VISA, CARTE_BANCAIRE"
49763166,8,"VISA, CARTE_BANCAIRE"
51318445,8,"MASTER, CARTE_BANCAIRE"
56120590,8,CARTE_BANCAIRE
56120593,8,CARTE_BANCAIRE
51336222,8,"MASTER, CARTE_BANCAIRE"
56120596,8,CARTE_BANCAIRE
51385612,8,"MASTER, CARTE_BANCAIRE"
51336217,8,"MASTER, CARTE_BANCAIRE"
51336216,8,"MASTER, CARTE_BANCAIRE"
51335367,8,"MASTER, CARTE_BANCAIRE"
51336579,8,"MASTER, CARTE_BANCAIRE"
51336591,8,"MASTER, CARTE_BANCAIRE"
56120474,8,CARTE_BANCAIRE
56120526,8,CARTE_BANCAIRE
56120489,8,CARTE_BANCAIRE
51336578,8,"MASTER, CARTE_BANCAIRE"
56120484,8,CARTE_BANCAIRE
56120374,8,CARTE_BANCAIRE
51335372,8,"MASTER, CARTE_BANCAIRE"
51335390,8,"MASTER, CARTE_BANCAIRE"
51322565,8,"MASTER, CARTE_BANCAIRE"
49781802,8,"VISA, CARTE_BANCAIRE"
49732937,8,"VISA, CARTE_BANCAIRE"
49799090,8,"VISA, CARTE_BANCAIRE"
51322560,8,"MASTER, CARTE_BANCAIRE"
49781814,8,"VISA, CARTE_BANCAIRE"
51316369,8,"MASTER, CARTE_BANCAIRE"
51365724,8,"MASTER, CARTE_BANCAIRE"
51316531,8,"MASTER, CARTE_BANCAIRE"
50759006,8,CARTE_BANCAIRE
49715995,8,"VISA, CARTE_BANCAIRE"
49760917,8,"VISA, CARTE_BANCAIRE"
51316210,8,"MASTER, CARTE_BANCAIRE"
49793103,8,"VISA, CARTE_BANCAIRE"
49793140,8,"VISA, CARTE_BANCAIRE"
50759703,8,CARTE_BANCAIRE
51318622,8,"MASTER, CARTE_BANCAIRE"
51318695,8,"MASTER, CARTE_BANCAIRE"
56120280,8,CARTE_BANCAIRE
49909728,8,"VISA, CARTE_BANCAIRE"
49909625,8,"VISA, CARTE_BANCAIRE"
49762287,8,"VISA, CARTE_BANCAIRE"
45616591,8,"VISA, CARTE_BANCAIRE"
51320702,8,"MASTER, CARTE_BANCAIRE"
56120476,8,CARTE_BANCAIRE
56120397,8,CARTE_BANCAIRE
51336233,8,"MASTER, CARTE_BANCAIRE"
45619360,8,"VISA, CARTE_BANCAIRE"
56120327,8,CARTE_BANCAIRE
56120393,8,CARTE_BANCAIRE
49732933,8,"VISA, CARTE_BANCAIRE"
52371810,8,"MASTER, CARTE_BANCAIRE"
49736525,8,"VISA, CARTE_BANCAIRE"
52886403,8,"MASTER, CARTE_BANCAIRE"
51362683,8,"MASTER, CARTE_BANCAIRE"
51362682,8,"MASTER, CARTE_BANCAIRE"
56125824,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
51322564,8,"MASTER, CARTE_BANCAIRE"
49799092,8,"VISA, CARTE_BANCAIRE"
49799023,8,"VISA, CARTE_BANCAIRE"
49781823,8,"VISA, CARTE_BANCAIRE"
49732931,8,"VISA, CARTE_BANCAIRE"
49781817,8,"VISA, CARTE_BANCAIRE"
51323410,8,"MASTER, CARTE_BANCAIRE"
49733993,8,"VISA, CARTE_BANCAIRE"
49735586,8,"VISA, CARTE_BANCAIRE"
49735580,8,"VISA, CARTE_BANCAIRE"
52371824,8,"MASTER, CARTE_BANCAIRE"
51325710,8,"MASTER, CARTE_BANCAIRE"
58174413,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
49736524,8,"VISA, CARTE_BANCAIRE"
56125748,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
49720640,8,"VISA, CARTE_BANCAIRE"
51325101,8,"MASTER, CARTE_BANCAIRE"
49720644,8,"VISA, CARTE_BANCAIRE"
49720549,8,"VISA, CARTE_BANCAIRE"
56125702,8,"MASTER, MAESTRO, CARTE_BANCAIRE"
49720598,8,"VISA, CARTE_BANCAIRE"
49720596,8,"VISA, CARTE_BANCAIRE"
51326287,8,"MASTER, CARTE_BANCAIRE"
49720694,8,"VISA, CARTE_BANCAIRE"
51377033,8,"MASTER, CARTE_BANCAIRE"
49722006,8,"VISA, CARTE_BANCAIRE"
51377091,8,"MASTER, CARTE_BANCAIRE"
51377099,8,"MASTER, CARTE_BANCAIRE"
51377110,8,"MASTER, CARTE_BANCAIRE"
51377139,8,"MASTER, CARTE_BANCAIRE"
51310848,8,"MASTER, CARTE_BANCAIRE"
51310813,8,"MASTER, CARTE_BANCAIRE"
49836036,8,"VISA, CARTE_BANCAIRE"
51310782,8,"MASTER, CARTE_BANCAIRE"
49770907,8,"VISA, CARTE_BANCAIRE"
51310836,8,"MASTER, CARTE_BANCAIRE"
51377927,8,"MASTER, CARTE_BANCAIRE"
51377947,8,"MASTER, CARTE_BANCAIRE"
49771004,8,"VISA, CARTE_BANCAIRE"
51377934,8,"MASTER, CARTE_BANCAIRE"
51377968,8,"MASTER, CARTE_BANCAIRE"
51378024,8,"MASTER, CARTE_BANCAIRE"
51377963,8,"MASTER, CARTE_BANCAIRE"
51377782,8,"MASTER, CARTE_BANCAIRE"
49837624,8,"VISA, CARTE_BANCAIRE"
45610894,8,"VISA, CARTE_BANCAIRE"
49739715,8,"VISA, CARTE_BANCAIRE"
51377729,8,"MASTER, CARTE_BANCAIRE"
51377731,8,"MASTER, CARTE_BANCAIRE"
45610891,8,"VISA, CARTE_BANCAIRE"
51378012,8,"MASTER, CARTE_BANCAIRE"
51377720,8,"MASTER, CARTE_BANCAIRE"
45610896,8,"VISA, CARTE_BANCAIRE"
49739710,8,"VISA, CARTE_BANCAIRE"
51378131,8,"MASTER, CARTE_BANCAIRE"
51378161,8,"MASTER, CARTE_BANCAIRE"
51378135,8,"MASTER, CARTE_BANCAIRE"
51328689,8,"MASTER, CARTE_BANCAIRE"
51377829,8,"MASTER, CARTE_BANCAIRE"
51377917,8,"MASTER, CARTE_BANCAIRE"
51377861,8,"MASTER, CARTE_BANCAIRE"
51377832,8,"MASTER, CARTE_BANCAIRE"
51377482,8,"MASTER, CARTE_BANCAIRE"
51377827,8,"MASTER, CARTE_BANCAIRE"
51361110,8,"MASTER, CARTE_BANCAIRE"
51377535,8,"MASTER, CARTE_BANCAIRE"
51377568,8,"MASTER, CARTE_BANCAIRE"
51377540,8,"MASTER, CARTE_BANCAIRE"
51377595,8,"MASTER, CARTE_BANCAIRE"
45610833,8,"VISA, CARTE_BANCAIRE"
51377181,8,"MASTER, CARTE_BANCAIRE"
