bin_number,bin_length,cartes_bancaires_network,active_merchant_network,bin_to_store_in_active_merchant
4975747,7,"VISA, CARTE_BANCAIRE",visa,497574
4975853,7,"VISA, CARTE_BANCAIRE",visa,497585
4976536,7,"VISA, CARTE_BANCAIRE",visa,497653
4975581,7,"VISA, CARTE_BANCAIRE",visa,497558
5589435,7,"MASTER, CARTE_BANCAIRE",master,558943
4975174,7,"VISA, CARTE_BANCAIRE",visa,497517
4972058,7,"VISA, CARTE_BANCAIRE",visa,497205
5135375,7,"MASTER, CARTE_BANCAIRE",master,513537
4562563,7,"VISA, CARTE_BANCAIRE",visa,456256
4561693,7,"VISA, CARTE_BANCAIRE",visa,456169
4977461,7,"VISA, CARTE_BANCAIRE",visa,497746
4972057,7,"VISA, CARTE_BANCAIRE",visa,497205
4973386,7,"VISA, CARTE_BANCAIRE",visa,497338
4972565,7,"VISA, CARTE_BANCAIRE",visa,497256
5137212,7,"MASTER, CARTE_BANCAIRE",master,513721
4973976,7,"VISA, CARTE_BANCAIRE",visa,497397
4973809,7,"VISA, CARTE_BANCAIRE",visa,497380
5350665,7,"MASTER, CARTE_BANCAIRE",master,535066
4654760,7,"VISA, CARTE_BANCAIRE",visa,465476
4990985,7,"VISA, CARTE_BANCAIRE",visa,499098
5589429,7,"MASTER, CARTE_BANCAIRE",master,558942
5817449,7,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581744
4990993,7,"VISA, CARTE_BANCAIRE",visa,499099
5589421,7,"MASTER, CARTE_BANCAIRE",master,558942
4975819,7,"VISA, CARTE_BANCAIRE",visa,497581
4976994,7,"VISA, CARTE_BANCAIRE",visa,497699
5353242,7,"MASTER, CARTE_BANCAIRE",master,535324
4654766,7,"VISA, CARTE_BANCAIRE",visa,465476
4974406,7,"VISA, CARTE_BANCAIRE",visa,497440
5138606,7,"MASTER, CARTE_BANCAIRE",master,513860
4484140,7,"VISA, CARTE_BANCAIRE",visa,448414
4975818,7,"VISA, CARTE_BANCAIRE",visa,497581
5132023,7,"MASTER, CARTE_BANCAIRE",master,513202
4977013,7,"VISA, CARTE_BANCAIRE",visa,497701
4975741,7,"VISA, CARTE_BANCAIRE",visa,497574
5353246,7,"MASTER, CARTE_BANCAIRE",master,535324
5589424,7,"MASTER, CARTE_BANCAIRE",master,558942
4150590,7,"VISA, CARTE_BANCAIRE",visa,415059
5135384,7,"MASTER, CARTE_BANCAIRE",master,513538
4975813,7,"VISA, CARTE_BANCAIRE",visa,497581
4972051,7,"VISA, CARTE_BANCAIRE",visa,497205
5325091,7,"MASTER, CARTE_BANCAIRE",master,532509
4973975,7,"VISA, CARTE_BANCAIRE",visa,497397
4973999,7,"VISA, CARTE_BANCAIRE",visa,497399
4654765,7,"VISA, CARTE_BANCAIRE",visa,465476
4974476,7,"VISA, CARTE_BANCAIRE",visa,497447
5817445,7,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581744
5294211,7,"MASTER, CARTE_BANCAIRE",master,529421
4976317,7,"VISA, CARTE_BANCAIRE",visa,497631
4976737,7,"VISA, CARTE_BANCAIRE",visa,497673
4975833,7,"VISA, CARTE_BANCAIRE",visa,497583
4976582,7,"VISA, CARTE_BANCAIRE",visa,497658
4976011,7,"VISA, CARTE_BANCAIRE",visa,497601
4977564,7,"VISA, CARTE_BANCAIRE",visa,497756
4150564,7,"VISA, CARTE_BANCAIRE",visa,415056
4979083,7,"VISA, CARTE_BANCAIRE",visa,497908
5135371,7,"MASTER, CARTE_BANCAIRE",master,513537
4561979,7,"VISA, CARTE_BANCAIRE",visa,456197
4562567,7,"VISA, CARTE_BANCAIRE",visa,456256
4972055,7,"VISA, CARTE_BANCAIRE",visa,497205
5135386,7,"MASTER, CARTE_BANCAIRE",master,513538
4977561,7,"VISA, CARTE_BANCAIRE",visa,497756
4150565,7,"VISA, CARTE_BANCAIRE",visa,415056
4976222,7,"VISA, CARTE_BANCAIRE",visa,497622
4976226,7,"VISA, CARTE_BANCAIRE",visa,497622
4976019,7,"VISA, CARTE_BANCAIRE",visa,497601
4976305,7,"VISA, CARTE_BANCAIRE",visa,497630
5132827,7,"MASTER, CARTE_BANCAIRE",master,513282
5135372,7,"MASTER, CARTE_BANCAIRE",master,513537
4972066,7,"VISA, CARTE_BANCAIRE",visa,497206
5324596,7,"MASTER, CARTE_BANCAIRE",master,532459
5325093,7,"MASTER, CARTE_BANCAIRE",master,532509
5325090,7,"MASTER, CARTE_BANCAIRE",master,532509
4973384,7,"VISA, CARTE_BANCAIRE",visa,497338
4973700,7,"VISA, CARTE_BANCAIRE",visa,497370
4973398,7,"VISA, CARTE_BANCAIRE",visa,497339
4973656,7,"VISA, CARTE_BANCAIRE",visa,497365
4973970,7,"VISA, CARTE_BANCAIRE",visa,497397
5350669,7,"MASTER, CARTE_BANCAIRE",master,535066
4973993,7,"VISA, CARTE_BANCAIRE",visa,497399
4973805,7,"VISA, CARTE_BANCAIRE",visa,497380
5325349,7,"MASTER, CARTE_BANCAIRE",master,532534
5817444,7,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581744
5325563,7,"MASTER, CARTE_BANCAIRE",master,532556
4654763,7,"VISA, CARTE_BANCAIRE",visa,465476
5325547,7,"MASTER, CARTE_BANCAIRE",master,532554
5817244,7,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581724
5817420,7,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581742
4975312,7,"VISA, CARTE_BANCAIRE",visa,497531
5589431,7,"MASTER, CARTE_BANCAIRE",master,558943
4990978,7,"VISA, CARTE_BANCAIRE",visa,499097
4975178,7,"VISA, CARTE_BANCAIRE",visa,497517
4990991,7,"VISA, CARTE_BANCAIRE",visa,499099
5350663,7,"MASTER, CARTE_BANCAIRE",master,535066
5817241,7,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581724
4990994,7,"VISA, CARTE_BANCAIRE",visa,499099
4975316,7,"VISA, CARTE_BANCAIRE",visa,497531
4975319,7,"VISA, CARTE_BANCAIRE",visa,497531
4990976,7,"VISA, CARTE_BANCAIRE",visa,499097
5294214,7,"MASTER, CARTE_BANCAIRE",master,529421
4974470,7,"VISA, CARTE_BANCAIRE",visa,497447
4974478,7,"VISA, CARTE_BANCAIRE",visa,497447
5172225,7,"MASTER, CARTE_BANCAIRE",master,517222
4975790,7,"VISA, CARTE_BANCAIRE",visa,497579
5107266,7,"MASTER, CARTE_BANCAIRE",master,510726
4976097,7,"VISA, CARTE_BANCAIRE",visa,497609
4976224,7,"VISA, CARTE_BANCAIRE",visa,497622
4977538,7,"VISA, CARTE_BANCAIRE",visa,497753
4977258,7,"VISA, CARTE_BANCAIRE",visa,497725
4977920,7,"VISA, CARTE_BANCAIRE",visa,497792
4979409,7,"VISA, CARTE_BANCAIRE",visa,497940
4971001,7,"VISA, CARTE_BANCAIRE",visa,497100
4972060,7,"VISA, CARTE_BANCAIRE",visa,497206
4979325,7,"VISA, CARTE_BANCAIRE",visa,497932
5135373,7,"MASTER, CARTE_BANCAIRE",master,513537
4561974,7,"VISA, CARTE_BANCAIRE",visa,456197
5172224,7,"MASTER, CARTE_BANCAIRE",master,517222
4561971,7,"VISA, CARTE_BANCAIRE",visa,456197
4975811,7,"VISA, CARTE_BANCAIRE",visa,497581
5136113,7,"MASTER, CARTE_BANCAIRE",master,513611
4975744,7,"VISA, CARTE_BANCAIRE",visa,497574
4975962,7,"VISA, CARTE_BANCAIRE",visa,497596
4976731,7,"VISA, CARTE_BANCAIRE",visa,497673
4976809,7,"VISA, CARTE_BANCAIRE",visa,497680
4976803,7,"VISA, CARTE_BANCAIRE",visa,497680
5132829,7,"MASTER, CARTE_BANCAIRE",master,513282
4976983,7,"VISA, CARTE_BANCAIRE",visa,497698
4977926,7,"VISA, CARTE_BANCAIRE",visa,497792
4977797,7,"VISA, CARTE_BANCAIRE",visa,497779
4150595,7,"VISA, CARTE_BANCAIRE",visa,415059
4561280,7,"VISA, CARTE_BANCAIRE",visa,456128
5135370,7,"MASTER, CARTE_BANCAIRE",master,513537
4979799,7,"VISA, CARTE_BANCAIRE",visa,497979
4977798,7,"VISA, CARTE_BANCAIRE",visa,497779
4150593,7,"VISA, CARTE_BANCAIRE",visa,415059
4561976,7,"VISA, CARTE_BANCAIRE",visa,456197
5135380,7,"MASTER, CARTE_BANCAIRE",master,513538
5136265,7,"MASTER, CARTE_BANCAIRE",master,513626
4979905,7,"VISA, CARTE_BANCAIRE",visa,497990
4562765,7,"VISA, CARTE_BANCAIRE",visa,456276
5172220,7,"MASTER, CARTE_BANCAIRE",master,517222
4975839,7,"VISA, CARTE_BANCAIRE",visa,497583
4975961,7,"VISA, CARTE_BANCAIRE",visa,497596
4975748,7,"VISA, CARTE_BANCAIRE",visa,497574
4975958,7,"VISA, CARTE_BANCAIRE",visa,497595
4484144,7,"VISA, CARTE_BANCAIRE",visa,448414
4484143,7,"VISA, CARTE_BANCAIRE",visa,448414
5172229,7,"MASTER, CARTE_BANCAIRE",master,517222
5132020,7,"MASTER, CARTE_BANCAIRE",master,513202
4976013,7,"VISA, CARTE_BANCAIRE",visa,497601
5107267,7,"MASTER, CARTE_BANCAIRE",master,510726
4977928,7,"VISA, CARTE_BANCAIRE",visa,497792
4561082,7,"VISA, CARTE_BANCAIRE",visa,456108
4561087,7,"VISA, CARTE_BANCAIRE",visa,456108
4561699,7,"VISA, CARTE_BANCAIRE",visa,456169
5324590,7,"MASTER, CARTE_BANCAIRE",master,532459
4972068,7,"VISA, CARTE_BANCAIRE",visa,497206
5324592,7,"MASTER, CARTE_BANCAIRE",master,532459
4561975,7,"VISA, CARTE_BANCAIRE",visa,456197
5132824,7,"MASTER, CARTE_BANCAIRE",master,513282
4977923,7,"VISA, CARTE_BANCAIRE",visa,497792
4977924,7,"VISA, CARTE_BANCAIRE",visa,497792
4977925,7,"VISA, CARTE_BANCAIRE",visa,497792
4979080,7,"VISA, CARTE_BANCAIRE",visa,497908
4979081,7,"VISA, CARTE_BANCAIRE",visa,497908
5135379,7,"MASTER, CARTE_BANCAIRE",master,513537
5135389,7,"MASTER, CARTE_BANCAIRE",master,513538
4979796,7,"VISA, CARTE_BANCAIRE",visa,497979
5136114,7,"MASTER, CARTE_BANCAIRE",master,513611
5136115,7,"MASTER, CARTE_BANCAIRE",master,513611
4972061,7,"VISA, CARTE_BANCAIRE",visa,497206
5324595,7,"MASTER, CARTE_BANCAIRE",master,532459
4562763,7,"VISA, CARTE_BANCAIRE",visa,456276
4972564,7,"VISA, CARTE_BANCAIRE",visa,497256
4973018,7,"VISA, CARTE_BANCAIRE",visa,497301
5136775,7,"MASTER, CARTE_BANCAIRE",master,513677
4990969,7,"VISA, CARTE_BANCAIRE",visa,499096
5137215,7,"MASTER, CARTE_BANCAIRE",master,513721
4973556,7,"VISA, CARTE_BANCAIRE",visa,497355
5325099,7,"MASTER, CARTE_BANCAIRE",master,532509
5136434,7,"MASTER, CARTE_BANCAIRE",master,513643
5325094,7,"MASTER, CARTE_BANCAIRE",master,532509
5137213,7,"MASTER, CARTE_BANCAIRE",master,513721
5325544,7,"MASTER, CARTE_BANCAIRE",master,532554
4990965,7,"VISA, CARTE_BANCAIRE",visa,499096
5107269,7,"MASTER, CARTE_BANCAIRE",master,510726
4976008,7,"VISA, CARTE_BANCAIRE",visa,497600
4974409,7,"VISA, CARTE_BANCAIRE",visa,497440
4974400,7,"VISA, CARTE_BANCAIRE",visa,497440
4977259,7,"VISA, CARTE_BANCAIRE",visa,497725
4976508,7,"VISA, CARTE_BANCAIRE",visa,497650
4977791,7,"VISA, CARTE_BANCAIRE",visa,497779
5133080,7,"MASTER, CARTE_BANCAIRE",master,513308
4971003,7,"VISA, CARTE_BANCAIRE",visa,497100
4977464,7,"VISA, CARTE_BANCAIRE",visa,497746
4979323,7,"VISA, CARTE_BANCAIRE",visa,497932
4971114,7,"VISA, CARTE_BANCAIRE",visa,497111
4972050,7,"VISA, CARTE_BANCAIRE",visa,497205
5136269,7,"MASTER, CARTE_BANCAIRE",master,513626
4972067,7,"VISA, CARTE_BANCAIRE",visa,497206
5135368,7,"MASTER, CARTE_BANCAIRE",master,513536
5135382,7,"MASTER, CARTE_BANCAIRE",master,513538
5135364,7,"MASTER, CARTE_BANCAIRE",master,513536
5135385,7,"MASTER, CARTE_BANCAIRE",master,513538
4979797,7,"VISA, CARTE_BANCAIRE",visa,497979
4979904,7,"VISA, CARTE_BANCAIRE",visa,497990
4973381,7,"VISA, CARTE_BANCAIRE",visa,497338
5325347,7,"MASTER, CARTE_BANCAIRE",master,532534
4973657,7,"VISA, CARTE_BANCAIRE",visa,497365
4990957,7,"VISA, CARTE_BANCAIRE",visa,499095
5817240,7,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581724
4990981,7,"VISA, CARTE_BANCAIRE",visa,499098
4976538,7,"VISA, CARTE_BANCAIRE",visa,497653
5172226,7,"MASTER, CARTE_BANCAIRE",master,517222
5294774,7,"MASTER, CARTE_BANCAIRE",master,529477
4561286,7,"VISA, CARTE_BANCAIRE",visa,456128
4971111,7,"VISA, CARTE_BANCAIRE",visa,497111
4972065,7,"VISA, CARTE_BANCAIRE",visa,497206
5589423,7,"MASTER, CARTE_BANCAIRE",master,558942
5138603,7,"MASTER, CARTE_BANCAIRE",master,513860
4975832,7,"VISA, CARTE_BANCAIRE",visa,497583
4975583,7,"VISA, CARTE_BANCAIRE",visa,497558
4561690,7,"VISA, CARTE_BANCAIRE",visa,456169
4484141,7,"VISA, CARTE_BANCAIRE",visa,448414
4976017,7,"VISA, CARTE_BANCAIRE",visa,497601
4979791,7,"VISA, CARTE_BANCAIRE",visa,497979
4562761,7,"VISA, CARTE_BANCAIRE",visa,456276
5294216,7,"MASTER, CARTE_BANCAIRE",master,529421
5172228,7,"MASTER, CARTE_BANCAIRE",master,517222
4990967,7,"VISA, CARTE_BANCAIRE",visa,499096
4990999,7,"VISA, CARTE_BANCAIRE",visa,499099
5294554,7,"MASTER, CARTE_BANCAIRE",master,529455
5294550,7,"MASTER, CARTE_BANCAIRE",master,529455
4975810,7,"VISA, CARTE_BANCAIRE",visa,497581
4975179,7,"VISA, CARTE_BANCAIRE",visa,497517
5294557,7,"MASTER, CARTE_BANCAIRE",master,529455
4975866,7,"VISA, CARTE_BANCAIRE",visa,497586
4975856,7,"VISA, CARTE_BANCAIRE",visa,497585
4975837,7,"VISA, CARTE_BANCAIRE",visa,497583
4976583,7,"VISA, CARTE_BANCAIRE",visa,497658
4976311,7,"VISA, CARTE_BANCAIRE",visa,497631
4976532,7,"VISA, CARTE_BANCAIRE",visa,497653
4976319,7,"VISA, CARTE_BANCAIRE",visa,497631
4976500,7,"VISA, CARTE_BANCAIRE",visa,497650
4976220,7,"VISA, CARTE_BANCAIRE",visa,497622
4975950,7,"VISA, CARTE_BANCAIRE",visa,497595
4977466,7,"VISA, CARTE_BANCAIRE",visa,497746
4977562,7,"VISA, CARTE_BANCAIRE",visa,497756
4977536,7,"VISA, CARTE_BANCAIRE",visa,497753
4977929,7,"VISA, CARTE_BANCAIRE",visa,497792
4979790,7,"VISA, CARTE_BANCAIRE",visa,497979
5135366,7,"MASTER, CARTE_BANCAIRE",master,513536
4561651,7,"VISA, CARTE_BANCAIRE",visa,456165
4979901,7,"VISA, CARTE_BANCAIRE",visa,497990
4562766,7,"VISA, CARTE_BANCAIRE",visa,456276
5136260,7,"MASTER, CARTE_BANCAIRE",master,513626
5107265,7,"MASTER, CARTE_BANCAIRE",master,510726
4975852,7,"VISA, CARTE_BANCAIRE",visa,497585
4976981,7,"VISA, CARTE_BANCAIRE",visa,497698
4976739,7,"VISA, CARTE_BANCAIRE",visa,497673
4975791,7,"VISA, CARTE_BANCAIRE",visa,497579
4977540,7,"VISA, CARTE_BANCAIRE",visa,497754
4561282,7,"VISA, CARTE_BANCAIRE",visa,456128
4979792,7,"VISA, CARTE_BANCAIRE",visa,497979
4561695,7,"VISA, CARTE_BANCAIRE",visa,456169
5135376,7,"MASTER, CARTE_BANCAIRE",master,513537
5135374,7,"MASTER, CARTE_BANCAIRE",master,513537
4979087,7,"VISA, CARTE_BANCAIRE",visa,497908
5135383,7,"MASTER, CARTE_BANCAIRE",master,513538
4561972,7,"VISA, CARTE_BANCAIRE",visa,456197
4561691,7,"VISA, CARTE_BANCAIRE",visa,456169
4562764,7,"VISA, CARTE_BANCAIRE",visa,456276
5136112,7,"MASTER, CARTE_BANCAIRE",master,513611
4561658,7,"VISA, CARTE_BANCAIRE",visa,456165
5136776,7,"MASTER, CARTE_BANCAIRE",master,513677
4973385,7,"VISA, CARTE_BANCAIRE",visa,497338
5325562,7,"MASTER, CARTE_BANCAIRE",master,532556
5325560,7,"MASTER, CARTE_BANCAIRE",master,532556
5136777,7,"MASTER, CARTE_BANCAIRE",master,513677
5137218,7,"MASTER, CARTE_BANCAIRE",master,513721
4973707,7,"VISA, CARTE_BANCAIRE",visa,497370
4974401,7,"VISA, CARTE_BANCAIRE",visa,497440
4654764,7,"VISA, CARTE_BANCAIRE",visa,465476
4654770,7,"VISA, CARTE_BANCAIRE",visa,465477
4654771,7,"VISA, CARTE_BANCAIRE",visa,465477
4974407,7,"VISA, CARTE_BANCAIRE",visa,497440
4974479,7,"VISA, CARTE_BANCAIRE",visa,497447
5294778,7,"MASTER, CARTE_BANCAIRE",master,529477
4990964,7,"VISA, CARTE_BANCAIRE",visa,499096
5294770,7,"MASTER, CARTE_BANCAIRE",master,529477
4975742,7,"VISA, CARTE_BANCAIRE",visa,497574
4975851,7,"VISA, CARTE_BANCAIRE",visa,497585
4975861,7,"VISA, CARTE_BANCAIRE",visa,497586
5172221,7,"MASTER, CARTE_BANCAIRE",master,517222
4975798,7,"VISA, CARTE_BANCAIRE",visa,497579
4975960,7,"VISA, CARTE_BANCAIRE",visa,497596
4975969,7,"VISA, CARTE_BANCAIRE",visa,497596
4976318,7,"VISA, CARTE_BANCAIRE",visa,497631
4976581,7,"VISA, CARTE_BANCAIRE",visa,497658
4976310,7,"VISA, CARTE_BANCAIRE",visa,497631
4976735,7,"VISA, CARTE_BANCAIRE",visa,497673
5353249,7,"MASTER, CARTE_BANCAIRE",master,535324
5132022,7,"MASTER, CARTE_BANCAIRE",master,513202
4976806,7,"VISA, CARTE_BANCAIRE",visa,497680
4976982,7,"VISA, CARTE_BANCAIRE",visa,497698
5132825,7,"MASTER, CARTE_BANCAIRE",master,513282
5132820,7,"MASTER, CARTE_BANCAIRE",master,513282
4977530,7,"VISA, CARTE_BANCAIRE",visa,497753
4977565,7,"VISA, CARTE_BANCAIRE",visa,497756
4977796,7,"VISA, CARTE_BANCAIRE",visa,497779
5495387,7,"MASTER, CARTE_BANCAIRE",master,549538
4977927,7,"VISA, CARTE_BANCAIRE",visa,497792
4979085,7,"VISA, CARTE_BANCAIRE",visa,497908
4979794,7,"VISA, CARTE_BANCAIRE",visa,497979
4979324,7,"VISA, CARTE_BANCAIRE",visa,497932
4561694,7,"VISA, CARTE_BANCAIRE",visa,456169
5135381,7,"MASTER, CARTE_BANCAIRE",master,513538
4150561,7,"VISA, CARTE_BANCAIRE",visa,415056
4977921,7,"VISA, CARTE_BANCAIRE",visa,497792
4562768,7,"VISA, CARTE_BANCAIRE",visa,456276
5136117,7,"MASTER, CARTE_BANCAIRE",master,513611
5172227,7,"MASTER, CARTE_BANCAIRE",master,517222
5589425,7,"MASTER, CARTE_BANCAIRE",master,558942
4976302,7,"VISA, CARTE_BANCAIRE",visa,497630
4976018,7,"VISA, CARTE_BANCAIRE",visa,497601
4976006,7,"VISA, CARTE_BANCAIRE",visa,497600
4976229,7,"VISA, CARTE_BANCAIRE",visa,497622
4975850,7,"VISA, CARTE_BANCAIRE",visa,497585
5353243,7,"MASTER, CARTE_BANCAIRE",master,535324
4484146,7,"VISA, CARTE_BANCAIRE",visa,448414
4975953,7,"VISA, CARTE_BANCAIRE",visa,497595
4975860,7,"VISA, CARTE_BANCAIRE",visa,497586
4976539,7,"VISA, CARTE_BANCAIRE",visa,497653
4976584,7,"VISA, CARTE_BANCAIRE",visa,497658
4976533,7,"VISA, CARTE_BANCAIRE",visa,497653
4976995,7,"VISA, CARTE_BANCAIRE",visa,497699
4976986,7,"VISA, CARTE_BANCAIRE",visa,497698
4977568,7,"VISA, CARTE_BANCAIRE",visa,497756
4977794,7,"VISA, CARTE_BANCAIRE",visa,497779
4977549,7,"VISA, CARTE_BANCAIRE",visa,497754
4150598,7,"VISA, CARTE_BANCAIRE",visa,415059
4971004,7,"VISA, CARTE_BANCAIRE",visa,497100
4150566,7,"VISA, CARTE_BANCAIRE",visa,415056
4971112,7,"VISA, CARTE_BANCAIRE",visa,497111
4971000,7,"VISA, CARTE_BANCAIRE",visa,497100
4977467,7,"VISA, CARTE_BANCAIRE",visa,497746
4561978,7,"VISA, CARTE_BANCAIRE",visa,456197
5324599,7,"MASTER, CARTE_BANCAIRE",master,532459
4979322,7,"VISA, CARTE_BANCAIRE",visa,497932
4975318,7,"VISA, CARTE_BANCAIRE",visa,497531
4976301,7,"VISA, CARTE_BANCAIRE",visa,497630
4979798,7,"VISA, CARTE_BANCAIRE",visa,497979
4562568,7,"VISA, CARTE_BANCAIRE",visa,456256
4561650,7,"VISA, CARTE_BANCAIRE",visa,456165
5324597,7,"MASTER, CARTE_BANCAIRE",master,532459
4562565,7,"VISA, CARTE_BANCAIRE",visa,456256
5136433,7,"MASTER, CARTE_BANCAIRE",master,513643
5137211,7,"MASTER, CARTE_BANCAIRE",master,513721
5137219,7,"MASTER, CARTE_BANCAIRE",master,513721
5325543,7,"MASTER, CARTE_BANCAIRE",master,532554
5817421,7,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581742
4973979,7,"VISA, CARTE_BANCAIRE",visa,497397
4973709,7,"VISA, CARTE_BANCAIRE",visa,497370
5138605,7,"MASTER, CARTE_BANCAIRE",master,513860
5294215,7,"MASTER, CARTE_BANCAIRE",master,529421
4975588,7,"VISA, CARTE_BANCAIRE",visa,497558
4654777,7,"VISA, CARTE_BANCAIRE",visa,465477
4975315,7,"VISA, CARTE_BANCAIRE",visa,497531
5589420,7,"MASTER, CARTE_BANCAIRE",master,558942
4977537,7,"VISA, CARTE_BANCAIRE",visa,497753
4975868,7,"VISA, CARTE_BANCAIRE",visa,497586
4976537,7,"VISA, CARTE_BANCAIRE",visa,497653
4976988,7,"VISA, CARTE_BANCAIRE",visa,497698
4976587,7,"VISA, CARTE_BANCAIRE",visa,497658
4976534,7,"VISA, CARTE_BANCAIRE",visa,497653
5353247,7,"MASTER, CARTE_BANCAIRE",master,535324
4976000,7,"VISA, CARTE_BANCAIRE",visa,497600
4977539,7,"VISA, CARTE_BANCAIRE",visa,497753
4561283,7,"VISA, CARTE_BANCAIRE",visa,456128
4977792,7,"VISA, CARTE_BANCAIRE",visa,497779
5136262,7,"MASTER, CARTE_BANCAIRE",master,513626
4150594,7,"VISA, CARTE_BANCAIRE",visa,415059
4561081,7,"VISA, CARTE_BANCAIRE",visa,456108
4974472,7,"VISA, CARTE_BANCAIRE",visa,497447
4990986,7,"VISA, CARTE_BANCAIRE",visa,499098
5138604,7,"MASTER, CARTE_BANCAIRE",master,513860
5294772,7,"MASTER, CARTE_BANCAIRE",master,529477
5294212,7,"MASTER, CARTE_BANCAIRE",master,529421
4975582,7,"VISA, CARTE_BANCAIRE",visa,497558
4975313,7,"VISA, CARTE_BANCAIRE",visa,497531
4976504,7,"VISA, CARTE_BANCAIRE",visa,497650
4975835,7,"VISA, CARTE_BANCAIRE",visa,497583
4010067,7,"VISA, CARTE_BANCAIRE",visa,401006
5353244,7,"MASTER, CARTE_BANCAIRE",master,535324
4977567,7,"VISA, CARTE_BANCAIRE",visa,497756
4977793,7,"VISA, CARTE_BANCAIRE",visa,497779
4561655,7,"VISA, CARTE_BANCAIRE",visa,456165
5135362,7,"MASTER, CARTE_BANCAIRE",master,513536
4972062,7,"VISA, CARTE_BANCAIRE",visa,497206
5138560,7,"MASTER, CARTE_BANCAIRE",master,513856
5172223,7,"MASTER, CARTE_BANCAIRE",master,517222
4975817,7,"VISA, CARTE_BANCAIRE",visa,497581
5294776,7,"MASTER, CARTE_BANCAIRE",master,529477
4975317,7,"VISA, CARTE_BANCAIRE",visa,497531
5136266,7,"MASTER, CARTE_BANCAIRE",master,513626
5324594,7,"MASTER, CARTE_BANCAIRE",master,532459
4533301,7,"VISA, CARTE_BANCAIRE",visa,453330
4533302,7,"VISA, CARTE_BANCAIRE",visa,453330
4533306,7,"VISA, CARTE_BANCAIRE",visa,453330
4533307,7,"VISA, CARTE_BANCAIRE",visa,453330
4533309,7,"VISA, CARTE_BANCAIRE",visa,453330
4533303,7,"VISA, CARTE_BANCAIRE",visa,453330
4533305,7,"VISA, CARTE_BANCAIRE",visa,453330
4533308,7,"VISA, CARTE_BANCAIRE",visa,453330
4533304,7,"VISA, CARTE_BANCAIRE",visa,453330
4533300,7,"VISA, CARTE_BANCAIRE",visa,453330
4970499,7,"VISA, CARTE_BANCAIRE",visa,497049
4970492,7,"VISA, CARTE_BANCAIRE",visa,497049
4970497,7,"VISA, CARTE_BANCAIRE",visa,497049
4970495,7,"VISA, CARTE_BANCAIRE",visa,497049
4970498,7,"VISA, CARTE_BANCAIRE",visa,497049
5309011,7,"MASTER, CARTE_BANCAIRE",master,530901
5309017,7,"MASTER, CARTE_BANCAIRE",master,530901
5309018,7,"MASTER, CARTE_BANCAIRE",master,530901
5176471,7,"MASTER, CARTE_BANCAIRE",master,517647
5176479,7,"MASTER, CARTE_BANCAIRE",master,517647
5176478,7,"MASTER, CARTE_BANCAIRE",master,517647
5309012,7,"MASTER, CARTE_BANCAIRE",master,530901
5176476,7,"MASTER, CARTE_BANCAIRE",master,517647
5309013,7,"MASTER, CARTE_BANCAIRE",master,530901
5176473,7,"MASTER, CARTE_BANCAIRE",master,517647
5176477,7,"MASTER, CARTE_BANCAIRE",master,517647
5176475,7,"MASTER, CARTE_BANCAIRE",master,517647
5309015,7,"MASTER, CARTE_BANCAIRE",master,530901
5176474,7,"MASTER, CARTE_BANCAIRE",master,517647
5309019,7,"MASTER, CARTE_BANCAIRE",master,530901
5309016,7,"MASTER, CARTE_BANCAIRE",master,530901
5176472,7,"MASTER, CARTE_BANCAIRE",master,517647
5309014,7,"MASTER, CARTE_BANCAIRE",master,530901
5324598,7,"MASTER, CARTE_BANCAIRE",master,532459
4698298,7,"VISA, CARTE_BANCAIRE",visa,469829
4970339,7,"VISA, CARTE_BANCAIRE",visa,497033
4970336,7,"VISA, CARTE_BANCAIRE",visa,497033
4970331,7,"VISA, CARTE_BANCAIRE",visa,497033
4970334,7,"VISA, CARTE_BANCAIRE",visa,497033
4970332,7,"VISA, CARTE_BANCAIRE",visa,497033
4970330,7,"VISA, CARTE_BANCAIRE",visa,497033
4970335,7,"VISA, CARTE_BANCAIRE",visa,497033
4970338,7,"VISA, CARTE_BANCAIRE",visa,497033
4970333,7,"VISA, CARTE_BANCAIRE",visa,497033
4562823,7,"VISA, CARTE_BANCAIRE",visa,456282
4562822,7,"VISA, CARTE_BANCAIRE",visa,456282
4976962,7,"VISA, CARTE_BANCAIRE",visa,497696
4976648,7,"VISA, CARTE_BANCAIRE",visa,497664
4976641,7,"VISA, CARTE_BANCAIRE",visa,497664
4562829,7,"VISA, CARTE_BANCAIRE",visa,456282
4378754,7,"VISA, CARTE_BANCAIRE",visa,437875
4562012,7,"VISA, CARTE_BANCAIRE",visa,456201
4562017,7,"VISA, CARTE_BANCAIRE",visa,456201
4976968,7,"VISA, CARTE_BANCAIRE",visa,497696
4378752,7,"VISA, CARTE_BANCAIRE",visa,437875
4976965,7,"VISA, CARTE_BANCAIRE",visa,497696
